222,Phaibok Mullen,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795116
223,Sonapur,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795116
224,Suangpuimun,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795116
225,Tuitengmun,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795116
226,Khouwpuibung,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795117
227,Mual Vaiphei,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795117
228,Saikot,,Sub Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795117
229,Tuikham,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795117
230,Tuining,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795117
231,Tuitengphai,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795117
232,Bunglong,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
233,Dolang,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795118
234,Galam,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
235,Gangpijang,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
236,Ichaigojang,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
237,Jangnoi,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
238,Makeng Ngarolu,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
239,Makokchung,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
240,Molkon,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
241,Mutukhong,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
242,Pangjang,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
243,Phaikon,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
244,Saikul,,Sub Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795118
245,Sangpei Khullen,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
246,T. Awkhumbung,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
247,Tingpibung,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
248,Zelengphai,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795118
249,Chandraman,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
250,Haipi,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
251,Kalapahar,,Sub Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
252,Keithelmanbi,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
253,Kheijang,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
254,Persian,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
255,Thanamba,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
256,Tokpa,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795122
257,Charoi Khullel,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795124
258,Jiban Nager,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795124
259,Leimatak,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795124
260,Loktak Project,,Sub Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795124
261,Mayuran,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795124
262,Sadukhoiroi,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795124
263,Tokpalamdan,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795124
264,Atang Khunou,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
265,Chaiton,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
266,Dullen (T/C/D),,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
267,Illong,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
268,Jampii (T/C/D),,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
269,Kadi,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
270,Kasanlong,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
271,Khumphung,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
272,Kuilong,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
273,Lemta,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
274,Lenglong,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
275,Magulong,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
276,New Lambala,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
277,Takou,,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
278,Tamei,,Sub Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795125
279,Upper Selsi (T/c/d),,Branch Post Office,Delivery,North Eastern,Tamenglong,Manipur,North Eastern,Nil,Manipur,India,795125
280,Bishnupur (Bishnupur),,Sub Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
281,Dolang,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
282,Dolang Khunou,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
283,Haotak Khullen,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
284,Khoijuman,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
285,Khongbung,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
286,Khunpi Naosem,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
287,Lamdangmei,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
288,Ngaikhong Khullen,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
289,Ngarian,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
290,Ningthoukhong,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
291,Nungsai Chiru,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
292,Phubala,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
293,Potsangbam,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
294,Thangal,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
295,Thinungei,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
296,Toubul,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
297,Zouzangtek,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795126
298,Chandel,,Sub Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795127
299,Duthang,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795127
300,Larong,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795127
301,Liwasari,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795127
302,Mittong,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795127
303,Aina,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
304,Bungmual,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
305,Chehjang,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
306,Chingkonpang,,Sub Post Office,Non-Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
307,Chothemunpi,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
308,Churachandpur,,Sub Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
309,Geljaing,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
310,Hamkeilon,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
311,Henglep,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
312,Kangvai Bazar,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
313,Khanpi,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
314,Kolhen,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
315,Kumbipukhri,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
316,Kwanpui,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
317,Lailong,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
318,Lingshiphai,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
319,Lungsai,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
320,Lungshung,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
321,Mission Compound,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
322,Mualkoi,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
323,Munpi,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
324,Panglian,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
325,Pearsonmun,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
326,Phaipheng,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
327,Saiden,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
328,Saikhul Village,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
329,Sangphou,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
330,Santing,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
331,Sielmet,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
332,South Kotlein,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
333,Takvam,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
334,Teiyong,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
335,Thangshi,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
336,Thinkew,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
337,Tollen,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
338,Tolphei,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
339,Tuinom,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
340,Tulaphei,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
341,Ukha,,Branch Post Office,Delivery,North Eastern,Churachandpur,Manipur,North Eastern,Nil,Manipur,India,795128
342,Hengbung,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
343,Kangpokpi,,Sub Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
344,Kangpokpi Mission,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
345,Maohiing,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
346,Maohing,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
347,Taphou,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
348,Thonglang,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
349,Toribari,,Branch Post Office,Delivery,North Eastern,Senapati,Manipur,North Eastern,Nil,Manipur,India,795129
350,Arapyi,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
351,Chajing Pt II,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
352,Haoreibi Mayai Leikai,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
353,Heinoumakhong,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
354,Lairabokhong,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
355,Lilong,,Sub Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
356,Nungei,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
357,Phunalmaring,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
358,Thiyamkonjil,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
359,Turelahnabi,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
360,Urup,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795130
361,Bongajang,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
362,Bongjoi,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
363,Chenpal,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
364,Gamphajal,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
365,Khudengthabi,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
366,Maojam,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
367,Molchamedbo,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
368,Moreh,,Sub Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
369,New Somtal,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
370,T- Bongmun,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
371,T-minou,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
372,Tengnoupal,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
373,Yangoulen,,Branch Post Office,Delivery,North Eastern,Chandel,Manipur,North Eastern,Nil,Manipur,India,795131
374,Arong,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
375,Bengoon Maning Leikai,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
376,Chabung Company,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
377,Chirai Muslim,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
378,Heibong Makhong,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
379,Irong Chessabal,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
380,Irong Umang Khunou,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
381,Khelakhong,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
382,Komlakhong,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
383,Laphupat,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
384,Loukok Mayai Leikai,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
385,Maibam Konjil,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
386,Mayang Impahl Bengoon,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
387,Mayang Imphal,,Sub Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795132
388,Mutum Phibou,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
389,Phoubakchao,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
390,Santhel,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
391,Sekmaijin,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
392,Sekmaijin  Khunou Konuma,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
393,Sekmaijin Khunou Litan Makhong,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
394,Tera Khoidum Mayai Leikai,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
395,Uchiwa,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
396,Uchiwa Wangban,,Branch Post Office,Delivery,North Eastern,Imphal West,Manipur,North Eastern,Nil,Manipur,India,795132
397,Boroyangbi,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
398,Bunglon,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
399,Dopkon,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
400,Ethai Bazar,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
401,Gelmol,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
402,Haotakphailen,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
403,Kangathei,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
404,Khathinunggei,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
405,Khoirentak,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
406,Khordak Ichin,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
407,Khousabung,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
408,Kumbi (P),,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
409,Kwakta,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
410,Moirang,,Sub Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
411,Molphei Tampak,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
412,Nabil (P),,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
413,Naransena,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
414,Ngangkha Lawi,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
415,Nungthangtampak,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
416,Phousabung,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
417,Sagang,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
418,Saiton,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
419,Terakhongshangbi,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
420,Thanga Karang,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
421,Thanga(P),,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
422,Thumkhonglok,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
423,Torbung,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
424,Tronglaobi,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
425,Tuisangthei,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
426,Wangoo,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
427,Wangoo Tera,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795133
428,Awangjiri,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
429,Bungte Chiru,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
430,Heikrujam,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
431,Irengbam,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
432,Isok,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
433,Kabowakching,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
434,Kamong,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
435,Keinou,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
436,Khabi,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
437,Langpok,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
438,Leimapokpam,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
439,Leimram,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
440,Maibam,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
441,Manamayang,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
442,Nambol,,Sub Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
443,Naorem,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
444,Oinam,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
445,Pukhrambam,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
446,Tharoi Bomdiar,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
447,Thinkai Khullen,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
448,Utlou,,Branch Post Office,Delivery,North Eastern,Bishnupur,Manipur,North Eastern,Nil,Manipur,India,795134
449,Aimol Kodamphai,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795135
450,Angbrashu,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795135
451,Bongli,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795135
452,Chaton,,Branch Post Office,Delivery,North Eastern,Thoubal,Manipur,North Eastern,Nil,Manipur,India,795135
