Name,Description,BranchType,DeliveryStatus,Circle,District,Division,Region,Block,State,Country,Pincode
Mongkholemba,,Sub Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Mokokchung,Nagaland,India,798604
Waromung,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Mongkholemba,Nagaland,India,798604
Amahatore,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Anatongere,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Kiphire,,Sub Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Kisethong,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Longmatra,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Moya,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Phalonger,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Pokhpur,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Pungro,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Seyochang,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Sikur,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Singrup,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Sitimi,,Branch Post Office,Delivery,North Eastern,Kiphire,Nagaland,North Eastern,Kiphire,Nagaland,India,798611
Chessore,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Chingmei,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Huker,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Kuthur,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Panso,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Sangsanyu,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Saramati,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Shamator,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Shampur,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Shiponger,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Sotokur,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Thonokhunyu,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Tuensang,,Sub Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Tuensang Village,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798612
Chantongia,,Sub Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Changtongya,Nagaland,India,798613
Merangkong,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Changtogia,Nagaland,India,798613
Phangsang,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Chuchuyimlang,Nagaland,India,798613
Yaongyimsen,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Changtogia,Nagaland,India,798613
Chuchuyimlang,,Sub Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Mokokchung,Nagaland,India,798614
Longkong,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Chuchuyimlang,Nagaland,India,798614
Mongsenyimti,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Chuchuyimlang,Nagaland,India,798614
Salulamang,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Chuchuyimlang,Nagaland,India,798614
Ungar,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Chuchulang,Nagaland,India,798614
Yisemyong,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Chuchuyimlang,Nagaland,India,798614
Impur,,Sub Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Mokokchung,Nagaland,India,798615
Kubulong,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Impur,Nagaland,India,798615
Longchang,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Impur,Nagaland,India,798615
Sungratsu,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Impur,Nagaland,India,798615
Angangba,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Longkhim,Nagaland,India,798616
Chimonger,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Lonkhim,Nagaland,India,798616
Chungtore,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Longkhim,Nagaland,India,798616
Kongsang,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Longkhim,Nagaland,India,798616
Longkhim,,Sub Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798616
Noksen,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Longkhim,Nagaland,India,798616
Yangli,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Longkhim,Nagaland,India,798616
Khensa,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Ongpang Kong,Nagaland,India,798617
Opangkong,,Sub Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Mokokchung,Nagaland,India,798617
Asangma,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Changtongya,Nagaland,India,798618
Barakangtsung,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Tuli,Nagaland,India,798618
Luyang Valley,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Tuli,Nagaland,India,798618
Molungkhimong,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Tuli,Nagaland,India,798618
Molungyimsen,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Tuli,Nagaland,India,798618
Tamlu,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Tuli,Nagaland,India,798618
Tuli,,Sub Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Mokokchung,Nagaland,India,798618
Wamaken,,Branch Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Tuli,Nagaland,India,798618
Aizuto,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Akuluto,Nagaland,India,798619
Akuhaito,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Atoizu,Nagaland,India,798619
Akuluto,,Sub Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798619
Asukuto,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Akuluto,Nagaland,India,798619
Aghunato,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Aghunato,Nagaland,India,798620
Asukhomi,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Asuto,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Atoizu,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Atoizu,Nagaland,India,798620
Hosephu,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Kichilimi,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Ghathashi,Nagaland,India,798620
Phisami,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Saghemi,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Satakha,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Satami,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Satoi,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Suruhuto,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Surumi,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Tokiye,,Branch Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Zunheboto,,Sub Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Zunheboto,Nagaland,India,798620
Chui,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Longpong Senghe,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Longwa,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Mon,,Sub Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Pongkong,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Singha Chingnyu,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Tang,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Totak,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Waunching,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798621
Baranamsang,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Naginimora,Nagaland,India,798622
Kongon,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Naginimora,Nagaland,India,798622
Naginimora,,Sub Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Mon,Nagaland,India,798622
Wakching,,Branch Post Office,Delivery,North Eastern,Mon,Nagaland,North Eastern,Naginimora,Nagaland,India,798622
Paper Nagar,,Sub Post Office,Delivery,North Eastern,Mokokchung,Nagaland,North Eastern,Tuli,Nagaland,India,798623
Hukpang,,Branch Post Office,Delivery,North Eastern,Longleng,Nagaland,North Eastern,Longleng,Nagaland,India,798625
Longleng,,Sub Post Office,Delivery,North Eastern,Longleng,Nagaland,North Eastern,Longleng,Nagaland,India,798625
Nian,,Branch Post Office,Delivery,North Eastern,Longleng,Nagaland,North Eastern,Longleng,Nagaland,India,798625
Phomching,,Branch Post Office,Delivery,North Eastern,Longleng,Nagaland,North Eastern,Longleng,Nagaland,India,798625
Sakchi,,Branch Post Office,Delivery,North Eastern,Longleng,Nagaland,North Eastern,Longleng,Nagaland,India,798625
Yachem,,Branch Post Office,Delivery,North Eastern,Longleng,Nagaland,North Eastern,Longleng,Nagaland,India,798625
Yongyak,,Branch Post Office,Delivery,North Eastern,Longleng,Nagaland,North Eastern,Longleng,Nagaland,India,798625
Choklangan,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Noklak,Nagaland,India,798626
Nokhu,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Noklak,Nagaland,India,798626
Noklak,,Sub Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Tuensang,Nagaland,India,798626
Pangsha,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Noklak,Nagaland,India,798626
Pessu,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Noklak,Nagaland,India,798626
Sanglao,,Branch Post Office,Delivery,North Eastern,Tuensang,Nagaland,North Eastern,Noklak,Nagaland,India,798626
Lumami,,Sub Post Office,Delivery,North Eastern,Zunhebotto,Nagaland,North Eastern,Akuluto,Nagaland,India,798627
