,Name,Description,BranchType,DeliveryStatus,Circle,District,Division,Region,Block,State,Country,Pincode
2992,Khotnu,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
2993,Longding,,Sub Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
2994,Longfong,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
2995,Minthong,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
2996,Nginu,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
2997,Niausa,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
2998,Panchou,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
2999,Senewa,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
3000,Tissa,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
3001,Wakka,,Branch Post Office,Delivery,North Eastern,Tirap,Arunachal Pradesh,Shillong HQ,Longding,Arunachal Pradesh,India,792131
3002,Meghalaya Secretariat,,Sub Post Office,Non-Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793001
3003,Oakland,,Sub Post Office,Non-Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793001
3004,Shillong ,,Head Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793001
3005,Iewduh,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793002
3006,Jaiaw,,Sub Post Office,Non-Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793002
3007,Laitumkhrah,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793003
3008,Bishnupur,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793004
3009,Laban,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793004
3010,Lawsohtun,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Laban,Meghalaya,India,793004
3011,Rilbong,,Sub Post Office,Non-Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793004
3012,Diengiei,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Upper Shillong,Meghalaya,India,793005
3013,Nongumlong,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Upper Shillong,Meghalaya,India,793005
3014,Upper Shillong,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793005
3015,Rynjah,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793006
3016,Umkdait,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Rynjah,Meghalaya,India,793006
3017,Happy Valley,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793007
3018,Mawroh,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawlai,Meghalaya,India,793008
3019,Phudmawri,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793008
3020,Mawklot,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Nonglyer,Meghalaya,India,793009
3021,Mylliem Syllai U Lar,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Nonglyer,Meghalaya,India,793009
3022,Nonglyer,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793009
3023,Laitkor,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Laitkor Peak,Meghalaya,India,793010
3024,Laitkor Peak,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793010
3025,Pomlakrai,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Laitkor Peak,Meghalaya,India,793010
3026,Assam Rifles,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793011
3027,Diengpasoh,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawpat,Meghalaya,India,793012
3028,Mawkhanu,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawpat,Meghalaya,India,793012
3029,Mawpat,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793012
3030,Tynring,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawpat,Meghalaya,India,793012
3031,Nongthymmai,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793014
3032,Jongksha,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3033,Kharang,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3034,Lynshing,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3035,Mawkynrew,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3036,Mawlat,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3037,Mawlong,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3038,Mawlyngngad,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3039,Nongkrem,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3040,Ryngibah,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3041,Smit,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawkynrew,Meghalaya,India,793015
3042,Sohryngkham,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3043,Thangsning,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3044,Thynroit,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3045,Umphyrnai,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3046,Umsning,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Smit,Meghalaya,India,793015
3047,Mawiong,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793016
3048,Mawlai,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793017
3049,Neigrihms,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793018
3050,Nongmynsong,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793019
3051,Kynton - U - Mon,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Madanriting,Meghalaya,India,793021
3052,Madanriting,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793021
3053,Mawryngkneng,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Madanriting,Meghalaya,India,793021
3054,Pamora,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Madanriting,Meghalaya,India,793021
3055,Puriang,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Madanriting,Meghalaya,India,793021
3056,Kynton Massar,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawlai,Meghalaya,India,793022
3057,Mawtawar,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawlai,Meghalaya,India,793022
3058,Nehu,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shillong,Meghalaya,India,793022
3059,Byrnihat,,Sub Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Byrnihat,Meghalaya,India,793101
3060,Epip Byrnihat,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Byrnihat,Meghalaya,India,793101
3061,Jorabat,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Byrnihat,Meghalaya,India,793101
3062,Killing Centre,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Byrnihat,Meghalaya,India,793101
3063,Tamul Kuchi Gaon,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Byrnihat,Meghalaya,India,793101
3064,Hatumling,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3065,Kynjoin Umran,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3066,Lailad,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3067,Marmain,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3068,Marngar,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3069,Mawlong,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3070,Niangbari,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3071,Nongladew,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3072,Nongpoh,,Sub Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3073,Saiden,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3074,Umden,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3075,Umdihar,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3076,Umrit,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3077,Umsawnongbri,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3078,Umshakhon Mathon,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Nongpoh,Meghalaya,India,793102
3079,Bhoilymbong,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3080,Kyrdem,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3081,Mawbri,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3082,Mawlasnai,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3083,Rongmen,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3084,Umiam,,Sub Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3085,Umktieh,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3086,Umroi,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umiam,Meghalaya,India,793103
3087,Barua Basti,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Sumer,Meghalaya,India,793104
3088,Sumer,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Sumer,Meghalaya,India,793104
3089,Kyrdem Kulai,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umsning,Meghalaya,India,793105
3090,Mawhati,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umsning,Meghalaya,India,793105
3091,Mawrong,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umsning,Meghalaya,India,793105
3092,Sanidon,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umsning,Meghalaya,India,793105
3093,Umran,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umsning,Meghalaya,India,793105
3094,Umsning,,Sub Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umsning,Meghalaya,India,793105
3095,Umsohlait,,Branch Post Office,Delivery,North Eastern,Ri Bhoi,Meghalaya,Shillong HQ,Umsning,Meghalaya,India,793105
3096,Balat,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Balat,Meghalaya,India,793106
3097,Borsora,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Balat,Meghalaya,India,793106
3098,Dholai,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Balat,Meghalaya,India,793106
3099,Gumaghat,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3100,Khonjoy,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3101,Makali,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3102,Mawput,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3103,Munai,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3104,Nongnah,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3105,Puksora,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3106,Pyndeng Sohsaw,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3107,Rajapara,,Branch Post Office,Delivery,North Eastern,East Garo Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3108,Ranikor,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3109,Rongasora,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3110,Sarin,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3111,Sonatola,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3112,Telsora,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3113,Trangpleng,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3114,Umpung,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793106
3115,Bholaganj Bazar,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Bholaganj Bazar,Meghalaya,India,793107
3116,Cherrapunjee,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3117,Laitkynsew,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3118,Mahadeo,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3119,Mawblang,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3120,Mawlong,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3121,Mawmluh,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3122,Sohbarpunjee,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3123,Sohkmie,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3124,Tyrna,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3125,Wahlong,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrapunjee,Meghalaya,India,793108
3126,Amlari,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Amlarem,Meghalaya,India,793109
3127,Darrang,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3128,Dawki,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3129,Lamin,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3130,Lyngkhat,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3131,Muktapur,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3132,Naljuri,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3133,Nongbareh,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3134,Nongtalang,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3135,Nongtyngur,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3136,Padu,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3137,Pamshutia,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3138,Passadwar,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3139,Pongtung,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3140,Rongkhum,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3141,Sohkha,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3142,Syndai,,Branch Post Office,Delivery,North Eastern,Jaintia Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3143,Umsyiem,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Dawki,Meghalaya,India,793109
3144,Wahkdait,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,NA,Meghalaya,India,793109
3145,Iewmawiong,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3146,Laitlyngkot,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3147,Langkyrdem,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3148,Mawbeh,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3149,Myllat,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3150,Nongjri,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3151,Nongkynrih,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3152,Pynursla,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3153,Umniuh - Tmar,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3154,Wahshiarkhmut,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Pynursla,Meghalaya,India,793110
3155,Cherrabazar,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrabazar,Meghalaya,India,793111
3156,Ladmawphlang,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrabazar,Meghalaya,India,793111
3157,Laitduh,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrabazar,Meghalaya,India,793111
3158,Laitryngew,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrabazar,Meghalaya,India,793111
3159,Mawkdok,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrabazar,Meghalaya,India,793111
3160,Ramdait,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrabazar,Meghalaya,India,793111
3161,Tynrong,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Cherrabazar,Meghalaya,India,793111
3162,Dalia,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shella,Meghalaya,India,793112
3163,Disong,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shella,Meghalaya,India,793112
3164,Ichamati,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shella,Meghalaya,India,793112
3165,Kalatak,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shella,Meghalaya,India,793112
3166,Shella,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Shella,Meghalaya,India,793112
3167,Lawbah,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3168,Mawdongbazar,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3169,Mawhiang,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3170,Mawsynram,,Sub Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3171,Phlang Mawsyrpat,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3172,Phlangwanbroi,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3173,Ryngkubazar,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3174,Syntein,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3175,Thyllaw,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3176,Tynger,,Branch Post Office,Delivery,North Eastern,East Khasi Hills,Meghalaya,Shillong HQ,Mawsynram,Meghalaya,India,793113
3177,Jakrem,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3178,Jashier,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3179,Laitnongrim,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3180,Mawkyrwat,,Sub Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3181,Mawlyngwir,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3182,Mawsaw,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3183,Mawten,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3184,Mawthapdoh,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
3185,Ngunraw,,Branch Post Office,Delivery,North Eastern,West Khasi Hills,Meghalaya,Shillong HQ,Mawkyrwat,Meghalaya,India,793114
