Name,Description,BranchType,DeliveryStatus,Circle,District,Division,Region,Block,State,Country,Pincode
Alba,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Badapalli,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Balabhadrapur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Chandan Nagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Damarpur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Dosia,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Kakharuni,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Oudapada,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Sansarphal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Sasan,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Srirampalpatna,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Terohi,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754217
Amrutamanohi,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754218
Baluria,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754218
Batipada,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754218
Nuapada,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754218
Sanamanga,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754218
Sansidha Mangarajpur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754218
Aul,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754219
Balakati,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754219
Dasipur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754219
Mendhapur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754219
Nihala,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754219
Podamarai Alakana,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754219
Sitaleswar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754219
Achyutpur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Ayatan,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754220
Baradia,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Barunadiha,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Bharigada,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Dalikainda,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Giria,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Jagulaipara,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Jaynagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Katna,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Koilipur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Pimpudi,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Rajkanika,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Siko,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Sikudi,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Taras,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754220
Badagotha,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Bhimdaspur,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Kood,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Kusumbi,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Mirzapur,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Palli Sahi,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Pikola,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Sukleswar,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Sungura (Cuttack),,Sub Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754221
Basupur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754222
Chaudakulat,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754222
Gogua,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754222
Kadaliban,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754222
Kora,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754222
Palasingha,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754222
Aitipur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Aripada,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Bharatpur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Chakroda,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Gopei,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Kantia,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Karilopatna,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Nadia Barei,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Purusottampur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Raichand,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754223
Balia,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Baradanga,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Barakanda,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Bijayanagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Gojabandha,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Jamboo,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Jasuapalli,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Kansar Badadandua,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Karanja,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Kharinasi,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Kiarbanka,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Kochila,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Mahakalpara,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Maliancha,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Nantar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Ramnagar Refugee Colony,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Suniti,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Teragaon,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754224
Badanaukana,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Bhitaragarh,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Dera,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Gopalpur Rajnagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Gupti,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Junapangara,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Kandira,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Kurunti,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Mahulia,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Rajnagar (Kendrapara),,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Satabhaya,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754225
Bahmanda,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754227
Baruna,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754227
Chhadesh,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754227
Manapur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754227
Nuagaon,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754227
Olavar,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajkanika,Odisha,India,754227
Pegarpara,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754227
Akhua Dakhini,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754228
Patakura (Kendrapara),,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754228
Pundalo,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754228
Areikana,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754231
Atal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754231
Mahu,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754231
Namouza,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754231
Bhuinpur,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754239
Kalaspur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754239
Padanipal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Aul,Odisha,India,754239
Andara,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754240
Dandisahi,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754240
Penthapal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754240
Taradapal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754240
Bachharai,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754244
Bandhakata,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754244
Jampara,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754244
Mahendinagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754244
Pentha,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754244
Raghunathpur K Patna,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754244
Babar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754245
Badihi,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754245
Barpada,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754245
Chakada Gogua,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754245
Bandhapatna,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754246
Bhatapada [r],,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754246
Jagannathpur Sasan,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754246
Keradagada,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754246
Koilipur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754246
Madanpur (Kendrapara),,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754246
Dangamal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Ghadiamal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Iswarpur,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Krishnanagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Manjulapalli,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Nalitapatia,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Rangani,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Talachua,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Pattamundai,Odisha,India,754248
Yunus Nagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Rajnagar,Odisha,India,754248
Alati Bharatpur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Badagaon,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Barua,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Belarpur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Bira Nilakanthapur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Fakirabad,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Gopaljewpatna,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Gulnagar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Jamdhar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Kapaleswar,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Kusiapal,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Panasudha,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Pandiri,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Thakurpatna,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Tilotamadeipur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754250
Bedari,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754253
Mandia,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754253
Padmapur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754253
Balia Bibhutipara,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754289
Chatrachakada,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754289
Derabish,,Sub Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754289
Jagulaipara,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754289
Laxminarayanpur,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754289
Nuahat,,Branch Post Office,Delivery,Odisha,Kendrapara,Cuttack North,Bhubaneswar HQ,Kendrapara,Odisha,India,754289
Bhera,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack South,Bhubaneswar HQ,Mahanga,Odisha,India,754290
Chasakhanda,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack South,Bhubaneswar HQ,Mahanga,Odisha,India,754290
Mouda,,Sub Post Office,Delivery,Odisha,Cuttack,Cuttack South,Bhubaneswar HQ,Mahanga,Odisha,India,754290
Tilda,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack South,Bhubaneswar HQ,Salepur,Odisha,India,754290
Benipur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Darpanigarh,Odisha,India,754292
Chandia,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Darpanigarh,Odisha,India,754292
Charinangal,,Sub Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Darpanigarh,Odisha,India,754292
Kalashree Gopalpur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Darpanigarh,Odisha,India,754292
Raipur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Darpanigarh,Odisha,India,754292
Saudia,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Darpanigarh,Odisha,India,754292
Bhagabanpur,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754293
Charirakaba,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754293
Lemalo,,Sub Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754293
Orikanta,,Branch Post Office,Delivery,Odisha,Cuttack,Cuttack North,Bhubaneswar HQ,Salipur,Odisha,India,754293
Chatra (Jagatsinghapur),,Sub Post Office,Delivery,Odisha,Jagatsinghapur,Cuttack South,Bhubaneswar HQ,Jagatsinghapur,Odisha,India,754294
Athagarh Bazar,,Sub Post Office,Delivery,Odisha,Cuttack,Cuttack South,Bhubaneswar HQ,Athagad,Odisha,India,754295
Badachana,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack South,Bhubaneswar HQ,Darpan,Odisha,India,754296
Sungura (Jajapur),,Sub Post Office,Delivery,Odisha,Jajapur,Cuttack South,Bhubaneswar HQ,Badachana,Odisha,India,754296
Ankula,,Sub Post Office,Non-Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Jajpur,Odisha,India,755001
Jajpur,,Head Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Jajpur,Odisha,India,755001
Jajpur Bazar,,Sub Post Office,Non-Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Jajpur,Odisha,India,755001
Jajpur College,,Sub Post Office,Non-Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Jajpur,Odisha,India,755001
Balibili,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Bari Cuttack,,Sub Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Bari Kalamatia,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Dharpur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Mandari,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Meduakul,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Nathapur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Rajapur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Ramachandrapur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Sahupara,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Dharmasala,Odisha,India,755003
Angalo,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Jajapur,Odisha,India,755004
Angalo Madhusudanpur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Binjharpur,Odisha,India,755004
Barapada,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Binjharpur,Odisha,India,755004
Binjharpur,,Sub Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Binjharpur,Odisha,India,755004
Kantipur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Binjharpur,Odisha,India,755004
Kapila,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Binjharpur,Odisha,India,755004
Mohanpur,,Branch Post Office,Delivery,Odisha,Jajapur,Cuttack North,Bhubaneswar HQ,Binjharpur,Odisha,India,755004
